#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,last,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:41:50.788903335Z,525,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:41:51.770285126Z,525,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:41:53.638614876Z,605,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:41:53.831532626Z,593,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:41:54.737042376Z,564,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:41:55.760066376Z,533,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:41:56.749935001Z,527,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:41:57.811115126Z,524,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:41:58.74618146Z,533,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:01.700602376Z,534,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:01.884893126Z,519,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:02.06745021Z,531,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:02.756056418Z,529,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:04.189263001Z,529,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:04.764901126Z,529,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:05.764461626Z,533,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:06.805146876Z,522,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:07.77295246Z,524,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:08.775411668Z,525,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:09.784692751Z,525,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:10.785509876Z,534,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:11.786960085Z,532,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:12.836993293Z,532,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:16.718572876Z,531,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:16.901872126Z,522,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:17.085961376Z,520,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:17.268603876Z,522,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:17.962412876Z,526,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:18.800934501Z,531,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:21.749849085Z,533,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:21.933999585Z,532,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:22.116619793Z,531,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:23.501453501Z,531,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:23.771994001Z,531,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:25.073559126Z,531,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:26.281817918Z,522,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:26.806658751Z,533,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:30.463107668Z,528,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:30.645541626Z,528,x,positionData
,,0,2023-10-05T04:00:48.734551Z,2023-10-05T05:00:48.734551Z,2023-10-05T04:42:30.829062501Z,446,x,positionData
