#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,last,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:37.063186834Z,309,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:38.052141334Z,416,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:39.144414793Z,550,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:40.067270876Z,543,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:41.088390751Z,508,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:42.124818084Z,508,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:43.247013793Z,516,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:44.164074834Z,364,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:45.211348251Z,513,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:46.243332709Z,515,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:47.130845709Z,505,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:48.176190876Z,501,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:49.103025251Z,500,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:50.121228001Z,508,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:51.132383543Z,495,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:52.087236501Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:53.182454709Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:54.192757084Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:55.238897168Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:56.165045043Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:57.097116709Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:58.191869334Z,510,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:19:59.128859709Z,497,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:00.150071334Z,498,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:01.153601084Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:02.116869501Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:03.118659834Z,507,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:04.236969168Z,497,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:05.171559584Z,509,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:06.180011918Z,507,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:07.195328584Z,507,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:08.237838709Z,293,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:09.156296209Z,520,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:10.384428209Z,523,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:11.116919418Z,508,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:12.347801543Z,514,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:13.325608418Z,498,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:14.155695168Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:15.198910459Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:16.428868209Z,510,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:17.217904543Z,507,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:18.272372918Z,496,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:19.157470251Z,498,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:20.228171876Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:21.257796584Z,499,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:22.156957876Z,510,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:23.304044501Z,497,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:24.247682376Z,509,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:25.180941168Z,507,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:26.372290751Z,506,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:27.156338584Z,506,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:28.202900959Z,506,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:29.230928751Z,506,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:30.228393918Z,506,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:31.272304168Z,505,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:32.201186834Z,105,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:20:40.472812959Z,105,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:21:13.583520834Z,46,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:21:32.220057959Z,46,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:21:54.208519168Z,23,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:21:55.223258459Z,0,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:21:56.214463543Z,0,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:21:57.292472418Z,0,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:21:58.215207418Z,0,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:21:59.235292834Z,831,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:22:00.237635459Z,478,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:22:01.227980376Z,417,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:22:02.241214543Z,400,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:22:06.335573668Z,401,x,positionData
,,0,2023-08-04T03:45:05.464937Z,2023-08-04T04:45:05.464937Z,2023-08-04T04:22:07.229476293Z,402,x,positionData
